cell_label,subclass,supertype,class,neurotransmitter,parcellation_structure,parcellation_substructure,parcellation_division
1018093344100680051-1,327 Oligo NN,1181 COP NN_1,31 OPC-Oligo,,PB,KF,P
1018093344101570720-1,327 Oligo NN,1181 COP NN_1,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560505-2,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720360-1,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101270396-2,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,DTN,DTN,P
1018093344101560211-3,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830147-1,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700314-1,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,KF,P
1018093344100980433-2,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,LDT,LDT,P
1018093344101700509-3,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,KF,P
1018093344101270538-3,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,DTN,DTN,P
1018093344100680683,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720355-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560579-1,327 Oligo NN,1181 COP NN_1,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680455-3,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,KF,P
1018093344100830484-1,327 Oligo NN,1182 NFOL NN_2,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680335-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100520582-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100670352-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680100-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680137-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680389-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680537-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100690529-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680638-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830395-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830581,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830445-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980055,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700478-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100980216-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980241-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100670346-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680036-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100990188-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680351-4,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100990384-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560454-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830311-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101120072-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101120530-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101120571-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270081-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270889,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101560573-3,318 Astro-NT NN,1160 Astro-NT NN_2,30 Astro-Epen,,PB,PB-unassigned,P
1018093344101420738-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344100670576-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680375-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680461-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680582-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680744,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101550515-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101550601-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560197-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560290-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560304-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560384-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560455-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560541-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830270-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830361-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700234-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700409-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101700461,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700494-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101700560-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101700584-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101710092-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710143-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710250-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850126-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101850232-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101850285-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101120511,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344100530435,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530523-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344200680218,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344200840242,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980150-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680481-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830149-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830187-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830236-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830425-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830573-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100970570-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101700500-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100980103-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980155-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980159-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980208-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980302-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720153-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720512-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850210-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101130061,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101270468,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101550419-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100530422-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530456-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530519-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530556-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530562-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530664,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100530686,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101410670-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101420071-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101700292-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700648-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344201710408,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680098-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680603-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680633-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680648,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100690539-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101550608-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560276-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560357-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560554-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100820192,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100820491,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100820512-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101570544-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101570588-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830397-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100840325-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100840446-4,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850057-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100840578-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700184-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980052-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700660-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101710052-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710060-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710093-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710220-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100980613,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101710454-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990318-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990379-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990556-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560205-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560358-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101120646-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101130416-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101270086-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101560021,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101560608,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850157-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101420581-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101420597,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101700531-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101560426-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560525-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850357-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101700097-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700452-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700510-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100670148,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101710046-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990058-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720093-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101130539-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344100990143-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560385-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100690534-4,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850185-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101700374-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344201550474,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101270095-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344100830601-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830297-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680204-4,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100830599,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830654-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680321-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100830113-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101420173-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101550346-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830261-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101420312-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101550468-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100820522-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100670600,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101410495-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344100680312-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101550474-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680426-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560445-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830097-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990364-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680558-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560545-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101850146-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100980259-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720070-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680353-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830432-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101420276-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101420353-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344201120130,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344100670482-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680464-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680466-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101560388-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830306-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830556-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830634-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101420088,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344100670517-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680028-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680339-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680418-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680512-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680515-4,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680673-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101270366-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101130141-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101550387-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680556-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100820638-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830352-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100830538-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680551-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101270346-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101700392-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344201570582,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101700629-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101710068-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101710167-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990157-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990320-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101720281-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100990600-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101270433-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270611-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101560170-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560462-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101570669-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101120053-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344100680431-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101420568-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,LDT,LDT,P
1018093344101700446-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680153-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344101270475-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270555-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270622-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344101270731-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,DTN,DTN,P
1018093344200990139,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344201560160,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100670164-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100680107-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,KF,P
1018093344100990255-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680443-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680550-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344100680552-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560184-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560349-2,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560593-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560594-3,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
1018093344101560609-1,327 Oligo NN,1184 MOL NN_4,31 OPC-Oligo,,PB,PB-unassigned,P
